#SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
1664	34582788	pubmed	Wang X (2021)	2-PMID34582788	4776	4776	Yes	12	MaGeCK	Score Significance	Score.2 (p-Value) < 0.001 OR Score.4 (p-Value) < 0.001	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	16 Days	BALB/c VS. BALB/c Foxn1nu/nu hosts	-	~ 0.3	MusCK	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	MAGeCK neg score	p-Value	MAGeCK pos score	p-Value	Log2FC	10090	M. musculus	Authors inspected sgRNAs depleted from tumors in wild-type immunocompetent hosts compared to nude immunodeficient mice to reveal key genes promoting immune evasion in 4T1 cancer cells|Significant negative score indicates depletion of sgRNA in wt compared to immuno-deficent host, significant positive score indicates enrichment of sgRNA in wt compared to immuno-deficient host	BioGRID ORCS	Regulation of cancer cell response to immune system
1666	34582788	pubmed	Wang X (2021)	3-PMID34582788	83	83	Yes	6	MaGeCK	Score Significance	Score.2 (p-Value) < 0.001 OR Score.4 (p-Value) < 0.001	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	16 Days	BALB/c VS. BALB/c Foxn1nu/nu hosts	-	~ 0.3	MusCK 2.0	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	MAGeCK neg score	p-Value	MAGeCK pos score	p-Value	Log2FC	10090	M. musculus	Analysis of sgRNA in wildtype vs. immune-deficient hosts|Significant negative score indicates depletion of sgRNA in wt compared to immuno-deficent host	BioGRID ORCS	Regulation of cancer cell response to immune system
1667	34582788	pubmed	Wang X (2021)	4-PMID34582788	83	83	Yes	9	MaGeCK	Score Significance	Score.2 (p-Value) < 0.001 OR Score.4 (p-Value) < 0.001	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	16 Days	BALB/c +OVA VS. BALB/c Foxn1nu/nu hosts	-	~ 0.3	MusCK 2.0	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	MAGeCK neg score	p-Value	MAGeCK pos score	p-Value	Log2FC	10090	M. musculus	Analysis of sgRNA in wildtype hosts pre-vaccinated with ovalbumin vs. immune-deficient hosts|Significant negative score indicates depletion of sgRNA in wt compared to immuno-deficent host	BioGRID ORCS	Regulation of cancer cell response to immune system
1668	34582788	pubmed	Wang X (2021)	5-PMID34582788	83	83	Yes	6	MaGeCK	Score Significance	Score.2 (p-Value) < 0.001 OR Score.4 (p-Value) < 0.001	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	16 Days	BALB/c +OVA+anti-PD-1 antibody VS. BALB/c Foxn1nu/nu hosts	-	~ 0.3	MusCK 2.0	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	MAGeCK neg score	p-Value	MAGeCK pos score	p-Value	Log2FC	10090	M. musculus	Authors inspected sgRNAs depleted from tumors in wild-type immunocompetent hosts, pre-vaccinated with ovalbumin and monoclonal anti-PD-1 treatment compared to nude immunodeficient mice to reveal key genes promoting immune evasion in 4T1 cancer cells and factors that affect antigen-specific T-cell immunity through the PD-1/PD-L1 axis|Significant negative score indicates depletion of sgRNA in wt compared to immuno-deficent host	BioGRID ORCS	 Regulation of cancer cell response to immune system
1678	31959936	pubmed	Marschallinger J (2020)	1-PMID31959936	2807	2807	Yes	219	CasTLE	Score Significance	Score.3 (p-Value) < 0.05	High Throughput	Phenotype Screen	Pool	Timecourse	90 Hours	5 μg/ml LPS in DMEM with 5% FBS	-	< 1.0	CRISPRn targeted library (Wyss-Coray, 2020)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	regulation of lipid localization	3	CasTLE Score	CasTLE Effect	p-Value	-	-	10090	M. musculus	Positive casTLE effect size represents genes targeted by sgRNAs that were enriched in lipid droplet- negative cells; negative effect size represents genes targeted by sgRNAs that were under-represented in lipid droplet- negative cells.	BioGRID ORCS	Regulators of lipid droplet formation
1679	31618756	pubmed	Hoshino A (2019)	1-PMID31618756	19983	19983	Yes	3198	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	CCCP	13.0 µM	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	Z-score	Z-score	-	-	-	10090	M. musculus	The authors used  loss of ectopically expressed matrix GFP protein (Cox8-GFP) as a metric for mitophagy	BioGRID ORCS	Regulation of mitophagy
1680	31618756	pubmed	Hoshino A (2019)	2-PMID31618756	19983	19983	Yes	3165	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	OAR (1.0 μg/mL Oligomycin, 1.0 μg/mL Antimycin A and 100 nM Rotenone)	-	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors used  loss of ectopically expressed matrix GFP protein (Cox8-GFP) as a metric for mitophagy	BioGRID ORCS	Regulators of mitophagy
1681	31618756	pubmed	Hoshino A (2019)	3-PMID31618756	19983	19983	Yes	2968	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Timecourse	10 Days	-	-	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors screened for loss of mitotracker labeling of mitochondrial membrane as a marker for mitophagy	BioGRID ORCS	Regulators of mitophagy
1682	31618756	pubmed	Hoshino A (2019)	4-PMID31618756	19983	19983	Yes	2684	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	CCCP	13.0 µM	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors used  altered fluorescence of matrix-targeted mKeima from 440 to 586 as it encounters the low pH environment of the lysosome as a marker for mitophagy	BioGRID ORCS	Regulators of mitophagy
1683	31618756	pubmed	Hoshino A (2019)	5-PMID31618756	19983	19983	Yes	3008	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	OAR (1.0 μg/mL Oligomycin, 1.0 μg/mL Antimycin A and 100 nM Rotenone)	-	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors used  altered fluorescence of matrix-targeted mKeima from 440 to 586 as it encounters the low pH environment of the lysosome as a marker for mitophagy	BioGRID ORCS	Regulators of mitophagy
1684	31618756	pubmed	Hoshino A (2019)	6-PMID31618756	19983	19983	Yes	2902	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	CCCP	13.0 µM	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors used loss of ectopically expressed outer membrane-targeted GFP (GFP-Omp25) as a marker for mitophagy	BioGRID ORCS	Regulators of mitophagy
1685	31618756	pubmed	Hoshino A (2019)	7-PMID31618756	19983	19983	Yes	2943	Delta Z scores	Column Significance	-	High Throughput	Phenotype Screen	Pool	Drug Exposure	10 Days	OAR (1.0 μg/mL Oligomycin, 1.0 μg/mL Antimycin A and 100 nM Rotenone)	-	~ 0.5	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	C2C12	myoblast cell line	protein/peptide distribution	2	pos Z-score	neg Z-score	-	-	-	10090	M. musculus	The authors used loss of ectopically expressed outer membrane-targeted GFP (GFP-Omp25) as a metric for mitophagy	BioGRID ORCS	Regulators of mitophagy
1714	34016692	pubmed	Norton JP (2021)	1-PMID34016692	764	20611	No	764	MaGeCK	All Significant	-	High Throughput	Negative Selection	Pool	Timecourse	12 Doublings	-	-	< 1.0	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	Rb1/Trp53-deleted SCLC mouse	small cell lung cancer	cell proliferation	3	MaGeCK Score	FDR	Log2FC	-	-	10090	M. musculus	Authors screened for gene necessary for SCLC cell growth	BioGRID ORCS	Cell-essential genes
1716	34016692	pubmed	Norton JP (2021)	3-PMID34016692	293	20611	No	293	MaGeCK	All Significant	-	High Throughput	Negative Selection	Pool	Timecourse	12 Doublings	-	-	< 1.0	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	MEF	Embryonic Fibroblast Cell Line	cell proliferation	3	MaGeCK Score	FDR	Log2FC	-	-	10090	M. musculus	Authors screened for genes whose KO resulted in decreased growth of Trp53-null MEFs	BioGRID ORCS	Cell-essential genes
1717	34016692	pubmed	Norton JP (2021)	4-PMID34016692	23	20611	No	23	MaGeCK	All Significant	-	High Throughput	Positive Selection	Pool	Timecourse	12 Doublings	-	-	< 1.0	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	MEF	Embryonic Fibroblast Cell Line	cell proliferation	3	MaGeCK Score	FDR	Log2FC	-	-	10090	M. musculus	KO of the hit gene causes increased growth	BioGRID ORCS	Growth restrictive genes
1720	33562682	pubmed	Sanghvi VR (2021)	1-PMID33562682	15829	15829	Yes	17	DESeq	Score Significance	Score.2 (p-Value) < 0.05	High Throughput	Positive Selection	Pool	Drug Exposure	-	silvestrol	10.0 nM	-	mouse CRISPRn library (Yusa, 2013)	CRISPRn	Knockout	Cas9	FL5.12	pro-B-lymphocyte	response to chemicals	2	Log2FC	p-Value	-	-	-	10090	M. musculus	Authors screened for genes whose KO confers resistance to silvestrol	BioGRID ORCS	Increased drug resistance
1781	33953401	pubmed	Griffin GK (2021)	1-PMID33953401	1057	1057	Yes	155	STARS	Score Significance	Score.2 (p-Value) < 0.05	High Throughput	Negative Selection	Pool	Implantation to Mouse Model	15 Days	PD-1/CTLA-4 blockade	-	-	CRISPRn Targeted Chromatin Regulator Library (Bernstein, 2021)	CRISPRn	Knockout	Cas9	LL/2 (LLC1)	Lung Cancer Cell Line	tumorigenicity	3	STARS Score	p-Value	FDR	-	-	10090	M. musculus	Authors triggered immune checkpoint blockade (ICB) by combination PD-1/CTLA-4 blockade and looked for genes whose KO sensitized (decreased proliferation) of tumor cells in response to ICB.	BioGRID ORCS	Tumor cell response to immune checkpoint blockade
1784	33846634	pubmed	Inoue D (2021)	1-PMID33846634	34	593	No	34	EdgeR	All Significant	-	High Throughput	Phenotype Screen	Pool	Cytokine depletion	7 Days	IL-3 withdrawal	-	-	CRISPRn ZRSR2 splicing target library (Abdel-Wahab, 2021)	CRISPRn	Knockout	Cas9	Ba/F3	Pre-B-Lymphocyte Cell Line	regulation of signal transduction phenotype	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Genes with a positive LFC are genes whose loss conferred cytokine-independent growth. Genes with a negative LFC are genes whose loss conferred decreased growth in the absence of cytokine signal	BioGRID ORCS	Regulation of cytokine-independent growth
1785	33846634	pubmed	Inoue D (2021)	2-PMID33846634	50	593	No	50	EdgeR	All Significant	-	High Throughput	Phenotype Screen	Pool	Cytokine depletion	7 Days	IL-3 withdrawal	-	-	CRISPRn ZRSR2 splicing target library (Abdel-Wahab, 2021)	CRISPRn	Knockout	Cas9	32Dcl3	bone marrow cell line	regulation of signal transduction phenotype	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Genes with a positive LFC are genes whose loss conferred cytokine-independent growth. Genes with a negative LFC are genes whose loss conferred decreased growth in the absence of cytokine signal	BioGRID ORCS	Regulation of cytokine-independent growth
1838	31509742	pubmed	Freeman AJ (2019)	1-PMID31509742	20229	20229	Yes	1048	MaGeCK	Score Significance	Score.2 (p-Value) < 0.05	High Throughput	Negative Selection	Pool	NK cell exposure	3 Days	NK (activated natural killer) cells	1 Ratio of effector cells/target cells	= 0.3	Brie (mouse)	CRISPRn	Knockout	Cas9	B16-F10	Melanoma Cell Line	cell proliferation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Authors screened for tumor-specific genes that are associated with NK cell sensitivity|Hit genes increased sensitivity to NK cell exposure upon KO	BioGRID ORCS	Tumor cell response to NK cells
1839	31509742	pubmed	Freeman AJ (2019)	2-PMID31509742	20570	20570	Yes	1066	MaGeCK	Score Significance	Score.2 (p-Value) < 0.05	High Throughput	Phenotype Screen	Pool	Cytokine exposure	1 Days	Interferon gamma	1.0 ng/mL	= 0.3	Brie (mouse)	CRISPRn	Knockout	Cas9	B16-F10	Melanoma Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes show decreased MHC I expression after IFNgamma exposure upon KO	BioGRID ORCS	Regulation of MHC I expression after IFNgamma exposure
1888	34497417	pubmed	Kamber RA (2021)	3-PMID34497417	22898	22898	Yes	372	CasTLE	Column Significance	-	High Throughput	Phenotype Screen	Pool	Other	24 Hours	Exposure to magnetic IgG-coated bead	-	-	Bassik Mouse CRISPR Knockout Library	CRISPRn	Knockout	Cas9	J774	macrophage	phagocytosis	3	CasTLE Score	CasTLE Effect	p-Value	-	-	10090	M. musculus	Hit genes with a negative castle effect are those whose KO blocks phagocytosis, hit genes with a positive castle effect are those whose KO increases phagocytosis	BioGRID ORCS	Regulators of phagocytosis by macrophages
1889	34497417	pubmed	Kamber RA (2021)	4-PMID34497417	22893	22893	Yes	38	CasTLE	Column Significance	-	High Throughput	Phenotype Screen	Pool	Other	72 Hours	Exposure to APMAP-KO cancer cells	-	-	Bassik Mouse CRISPR Knockout Library	CRISPRn	Knockout	Cas9	J774	macrophage	phagocytosis	3	CERES score	CasTLE Effect	p-Value	-	-	10090	M. musculus	KO of hit genes with a negative castle effect results in decreased phagocytosis of APMAP-KO cancer cells|KO of hit genes with a positive castle effect results in increased phagocytosis of APMAP-KO cancer cells	BioGRID ORCS	Regulators of antibody-dependent cellular phagocytosis of APMAP-KO cancer cells
1890	34497417	pubmed	Kamber RA (2021)	5-PMID34497417	22894	22894	Yes	24	CasTLE	Column Significance	-	High Throughput	Phenotype Screen	Pool	Other	72 Hours	Exposure to APMAP-KO cancer cells vs. Control-KO cancer cells	-	-	Bassik Mouse CRISPR Knockout Library	CRISPRn	Knockout	Cas9	J774	macrophage	phagocytosis	3	CasTLE Score	CasTLE Effect	p-Value	-	-	10090	M. musculus	KO of hit genes with a negative castle effect results in decreased phagocytosis of APMAP-KO, but not control-KO cancer cells|KO of hit genes with a positive castle effect results in increased phagocytosis of APMAP-KO, but not control-KO cancer cells	BioGRID ORCS	Regulators of selective antibody-dependent cellular phagocytosis of APMAP-KO cells
1908	35263388	pubmed	Ortega-Gonzalez P (2022)	1-PMID35263388	873	20077	No	873	STARS	All Significant	-	High Throughput	Positive Selection	Pool	Virus Exposure	9 Days	Virus: Reovirus strains T1L or T3D	100.0 PFU/cell	= 0.2	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	response to virus	4	STARS Score	p-Value	FDR	q-Value	-	10090	M. musculus	KO of the hit gene results in greater resistance to virus	BioGRID ORCS	Increased resistance to virus
1937	35842423	pubmed	Zou Y (2022)	1-PMID35842423	79	20611	No	79	Log2 Fold Change (L2FC)	All Significant	-	High Throughput	Positive Selection	Pool	Cytokine exposure | Drug exposure	48 Hours	TNF‐α | Z-VAD-FMK	20 µM	< 0.3	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	NCTC clone 929	Fibroblast Cell Line	viability	2	Log2FC	p-Value	-	-	-	10090	M. musculus	KO of the hit gene results in increased resistance to necroptisis inducing factors	BioGRID ORCS	Regulation of TNF-induced necroptisis
2019	33033111	pubmed	Rushworth LK (2020)	1-PMID33033111	17	20611	No	17	MaGeCK	All Significant	-	High Throughput	Negative Selection	in vivo	Drug Exposure	-	docetaxel	6.0 mg/kg	< 0.4	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	SP1	Breast Cancer Cell Line	response to chemicals	2	p-Value	Log2FC	-	-	-	10090	M. musculus	Hit genes are those that are essential to survive docetaxel treatment	BioGRID ORCS	Increased resistance to drug
2049	33513212	pubmed	McLellan LK (2021)	1-PMID33513212	20144	20144	Yes	9	Log2 Fold Change (L2FC)	Score Significance	Score.1 (p-Value) > 2.58 AND Score.2 (Log2FC) > 0.0	High Throughput	Phenotype Screen	Pool	Bacteria Exposure	75 Minutes	Escherichia coli (str. UTI89)	150.0 MOI	= 0.5	Brie (mouse)	CRISPRn	Knockout	Cas9	IMCD-3	renal medulla cell line	response to bacteria	2	p-Value	Log2FC	-	-	-	10090	M. musculus	KO of hit genes results in decreased binding of uropathogenic Escherichia coli to kidney cells  in vitro	BioGRID ORCS	Decreased binding of bacteria
2127	35750052	pubmed	Belk JA (2022)	1-PMID35750052	17447	17447	Yes	99	Z-score	Score Significance	Score.3 (FDR) < 0.06	High Throughput	Positive Selection	Pool	Other	10 Days	Chronic T cell stimulation	-	-	Teichmann Retroviral Mouse Genome-wide CRISPR Knockout Library	CRISPRn	Knockout	Cas9	CD8+ T s (primary-derived)	Regulatory T cell	cell proliferation	3	Z-score	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a positive z-score are enriched in chronically stimulated T cells as opposed to acutely stimulated T-cells	BioGRID ORCS	Regulation of T cell exhaustion
2141	35379808	pubmed	Frey N (2022)	1-PMID35379808	66	19647	No	66	MaGeCK	All Significant	-	High Throughput	Positive and Negative Selection	Pool	T cell exposure	3 Days	OT-I T cells	1.0 Ratio of effector cells/target cells	= 0.3	Brie (mouse)	CRISPRn	Knockout	Cas9	KPC	Pancreatic Ductal Adenocarcinoma Cell Line	cell proliferation	5	Log2FC	p-Value	FDR	p-Value	FDR	10090	M. musculus	Hit genes with a positive logfc increase resistance of pancreatic cancer cells to  cytotoxic T lymphocyte killing upon KO|Hit genes with a negative logfc  sensitize pancreatic cancer cells to  cytotoxic T lymphocyte killing upon KO	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells
2142	35379808	pubmed	Frey N (2022)	2-PMID35379808	64	63	No	64	MaGeCK	All Significant	-	High Throughput	Positive and Negative Selection	Pool	T cell exposure	5 Days	OT-I T cells implanted into the pancreata of RAG1-/- mice	-	= 0.3	Targeted CRISPRn library (Schwank, 2022)	CRISPRn	Knockout	Cas9	KPC	Pancreatic Ductal Adenocarcinoma Cell Line	cell proliferation	5	Log2FC	p-Value	FDR	p-Value	FDR	10090	M. musculus	Hit genes with a positive logfc increase resistance of pancreatic cancer cells to  cytotoxic T lymphocyte killing upon KO in the pancreata of RAG1-/- mice|Hit genes with a negative logfc  sensitize pancreatic cancer cells to  cytotoxic T lymphocyte killing upon KO in the pancreata of RAG1-/- mice	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells in vivo
2143	35972292	pubmed	Sullender ME (2022)	1-PMID35972292	27	22774	No	27	Log2 Fold Change (L2FC)	All Significant	-	High Throughput	Positive Selection	Pool	Virus Exposure	10 Days	MNV (murine norovirus) CR6	5.0 MOI	~ 0.4	Caprano	CRISPRa	Activation	dCas9-VP64	BV-2	Microglial Cell Line	response to virus	2	Log2FC	p-Value	-	-	-	10090	M. musculus	Overexpression of the hit gene results in increased resistance to virus	BioGRID ORCS	Increased resistance to virus
2144	35972292	pubmed	Sullender ME (2022)	2-PMID35972292	28	22774	No	28	Log2 Fold Change (L2FC)	All Significant	-	High Throughput	Positive Selection	Pool	Virus Exposure	10 Days	MNV (murine norovirus) 1 (CW3)	5.0 MOI	~ 0.4	Caprano	CRISPRa	Activation	dCas9-VP64	BV-2	Microglial Cell Line	response to virus	2	Log2FC	p-Value	-	-	-	10090	M. musculus	Overexpression of the hit gene results in increased resistance to virus	BioGRID ORCS	Increased resistance to virus
2170	34529489	pubmed	Martin TD (2021)	1-PMID34529489	7253	7253	Yes	480	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	cell proliferation	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are depleted upon KO in 4T1 cells grown in vitro	BioGRID ORCS	Cell-essential genes in vitro
2171	34529489	pubmed	Martin TD (2021)	2-PMID34529489	7253	7253	Yes	198	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are significantly depleted upon KO in a tumor sample grown in immunocompetent wildtype mice	BioGRID ORCS	Tumor cell survival
2172	34529489	pubmed	Martin TD (2021)	3-PMID34529489	7253	7253	Yes	282	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	in vivo	Implantation to Mouse Model	-	SCID BALB/c host	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are significantly depleted upon KO in a tumor sample grown in immunocompromised hosts	BioGRID ORCS	Tumor cell survival in an immunodeficient host
2173	34529489	pubmed	Martin TD (2021)	4-PMID34529489	7253	7253	Yes	40	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	cell proliferation	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are enriched upon KO in 4T1 cells grown in vitro	BioGRID ORCS	Growth inhibition genes in vitro 
2174	34529489	pubmed	Martin TD (2021)	5-PMID34529489	7253	7253	Yes	100	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are significantly enriched upon KO in a tumor sample grown in immunocompetent wildtype mice	BioGRID ORCS	Growth inhibition of tumor cells
2175	34529489	pubmed	Martin TD (2021)	6-PMID34529489	7253	7253	Yes	18	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	in vivo	Implantation to Mouse Model	-	SCID BALB/c host	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	tumorigenicity	5	Rank	MaGeCK Score	p-Value	FDR	Log2FC	10090	M. musculus	Hit genes are significantly enriched upon KO in a tumor sample grown in  a SCID BALB/c (immunocompromised) mice	BioGRID ORCS	Growth inhibition of tumor cells in an immunodeficient host
2176	34529489	pubmed	Martin TD (2021)	7-PMID34529489	7253	7253	Yes	44	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	cell proliferation	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are depleted upon KO in CT26 cells grown in vitro	BioGRID ORCS	Cell-essential genes in vitro
2177	34529489	pubmed	Martin TD (2021)	8-PMID34529489	7253	7253	Yes	44	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	tumorigenicity	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are significantly depleted upon KO in a tumor sample grown in immunocompetent hosts	BioGRID ORCS	Tumor cell survival
2178	34529489	pubmed	Martin TD (2021)	9-PMID34529489	7253	7253	Yes	186	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Negative Selection	in vivo	Implantation to Mouse Model	-	SCID BALB/c host	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	tumorigenicity	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are significantly depleted upon KO in a tumor sample grown in immunocompromised hosts	BioGRID ORCS	Tumor cell survival in an immunodeficient host
2179	34529489	pubmed	Martin TD (2021)	10-PMID34529489	7253	7253	Yes	54	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	cell proliferation	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are enriched upon KO in CT26 cells grown in vitro	BioGRID ORCS	Growth inhibition genes in vitro 
2180	34529489	pubmed	Martin TD (2021)	11-PMID34529489	7253	7253	Yes	30	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	tumorigenicity	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are significantly enriched upon KO in a tumor sample grown in immunocompetent wildtype mice	BioGRID ORCS	Growth inhibition of tumor cells
2181	34529489	pubmed	Martin TD (2021)	12-PMID34529489	7253	7253	Yes	41	MaGeCK	Score Significance	Score.4 (FDR) < 0.1	High Throughput	Positive Selection	in vivo	Implantation to Mouse Model	-	SCID BALB/c host	-	-	Mouse druggable genome (Elledge, 2021)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	tumorigenicity	4	Rank	Log2FC	p-Value	FDR	-	10090	M. musculus	Hit genes are significantly enriched upon KO in a tumor sample grown in a SCID BALB/c (immunocompromised) mice	BioGRID ORCS	Growth inhibition of tumor cells in an immunodeficient host
2182	34529489	pubmed	Martin TD (2021)	13-PMID34529489	472	472	Yes	47	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	185-3 MPNST	Malignant Peripheral Nerve Sheath Tumor (MPNST) cancer cell	cell proliferation	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in an in vitro population upon KO.|Hit genes with a significant negative log2fc are depleted in an in vitro population upon KO.	BioGRID ORCS	Cell-essential and growth restrictive genes
